ID;Title;Image URL;Image Filename;Permalink;Slug;razze allevamenti
486;Clumber spaniel;https://www.caniincasa.it/wp-content/uploads/2023/10/Clumber-spaniel.jpg;Clumber-spaniel.jpg;https://www.caniincasa.it/razze_di_cani/clumber-spaniel/;clumber-spaniel;Clumber spaniel
487;Cocker americano;https://www.caniincasa.it/wp-content/uploads/2023/10/Cocker-americano.jpg;Cocker-americano.jpg;https://www.caniincasa.it/razze_di_cani/cocker-americano/;cocker-americano;Cocker americano
488;Cocker spaniel inglese;https://www.caniincasa.it/wp-content/uploads/2023/10/Cocker-spaniel-inglese.jpg;Cocker-spaniel-inglese.jpg;https://www.caniincasa.it/razze_di_cani/cocker-spaniel-inglese/;cocker-spaniel-inglese;Cocker spaniel inglese
489;Coton de tulear;https://www.caniincasa.it/wp-content/uploads/2023/10/Coton-de-tulear.jpg;Coton-de-tulear.jpg;https://www.caniincasa.it/razze_di_cani/coton-de-tulear/;coton-de-tulear;Coton de tulear
490;Curly-coated retriever;https://www.caniincasa.it/wp-content/uploads/2023/10/Curly-coated-retriever.jpg;Curly-coated-retriever.jpg;https://www.caniincasa.it/razze_di_cani/curly-coated-retriever/;curly-coated-retriever;Curly-coated retriever
491;Dalmata;https://www.caniincasa.it/wp-content/uploads/2023/10/Dalmata.jpg;Dalmata.jpg;https://www.caniincasa.it/razze_di_cani/dalmata/;dalmata;Dalmata
492;Dandie dinmont terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Dandie-dinmont-terrier.jpg;Dandie-dinmont-terrier.jpg;https://www.caniincasa.it/razze_di_cani/dandie-dinmont-terrier/;dandie-dinmont-terrier;Dandie dinmont terrier
493;Dansk-svensk gardshund;https://www.caniincasa.it/wp-content/uploads/2023/10/Dansk-svensk-gardshund-.jpg|https://www.caniincasa.it/wp-content/uploads/2023/10/Dansk-svensk-gardshund.jpeg|https://www.caniincasa.it/wp-content/uploads/2023/10/Dansk-svensk-gardshund-1.jpeg;Dansk-svensk-gardshund-.jpg|Dansk-svensk-gardshund.jpeg|Dansk-svensk-gardshund-1.jpeg;https://www.caniincasa.it/razze_di_cani/dansk-svensk-gardshund/;dansk-svensk-gardshund;Dansk-svensk gardshund
494;Deerhound;https://www.caniincasa.it/wp-content/uploads/2023/10/Deerhound.jpg;Deerhound.jpg;https://www.caniincasa.it/razze_di_cani/deerhound/;deerhound;Deerhound
495;Deutscher jagdterrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Deutscher-jagdterrier.jpg;Deutscher-jagdterrier.jpg;https://www.caniincasa.it/razze_di_cani/deutscher-jagdterrier/;deutscher-jagdterrier;Deutscher jagdterrier
496;Dobermann;https://www.caniincasa.it/wp-content/uploads/2023/10/Dobermann.jpg;Dobermann.jpg;https://www.caniincasa.it/razze_di_cani/dobermann/;dobermann;Dobermann
497;Dogo argentino;https://www.caniincasa.it/wp-content/uploads/2023/10/Dogo-argentino.jpg;Dogo-argentino.jpg;https://www.caniincasa.it/razze_di_cani/dogo-argentino/;dogo-argentino;Dogo argentino
498;Dogo canario;https://www.caniincasa.it/wp-content/uploads/2023/10/Dogo-canario.jpg;Dogo-canario.jpg;https://www.caniincasa.it/razze_di_cani/dogo-canario/;dogo-canario;Dogo canario
499;Dogue de bordeaux;https://www.caniincasa.it/wp-content/uploads/2023/10/Dogue-de-bordeaux.jpg;Dogue-de-bordeaux.jpg;https://www.caniincasa.it/razze_di_cani/dogue-de-bordeaux/;dogue-de-bordeaux;Dogue de bordeaux
500;Drever;https://www.caniincasa.it/wp-content/uploads/2023/10/Drever.jpg;Drever.jpg;https://www.caniincasa.it/razze_di_cani/drever/;drever;Drever
501;Dunker;https://www.caniincasa.it/wp-content/uploads/2023/10/Dunker-1.jpg;Dunker-1.jpg;https://www.caniincasa.it/razze_di_cani/dunker/;dunker;Dunker
502;English toy terrier black and tan;https://www.caniincasa.it/wp-content/uploads/2023/10/English-toy-terrier-black-and-tan.jpg;English-toy-terrier-black-and-tan.jpg;https://www.caniincasa.it/razze_di_cani/english-toy-terrier-black-and-tan/;english-toy-terrier-black-and-tan;English toy terrier black and tan
503;Epagneul blue de picardie;https://www.caniincasa.it/wp-content/uploads/2023/10/epagneul_bleu_picardie-.jpeg;epagneul_bleu_picardie-.jpeg;https://www.caniincasa.it/razze_di_cani/epagneul-blue-de-picardie/;epagneul-blue-de-picardie;Epagneul blue de picardie
504;Epagneul breton;https://www.caniincasa.it/wp-content/uploads/2023/10/Epagneul-breton.jpg;Epagneul-breton.jpg;https://www.caniincasa.it/razze_di_cani/epagneul-breton/;epagneul-breton;Epagneul breton
505;Epagneul de pont au de mer;https://www.caniincasa.it/wp-content/uploads/2023/10/Epagneul-de-pont-au-de-mer.jpg;Epagneul-de-pont-au-de-mer.jpg;https://www.caniincasa.it/razze_di_cani/epagneul-de-pont-au-de-mer/;epagneul-de-pont-au-de-mer;Epagneul de pont au de mer
506;Epagneul francais;https://www.caniincasa.it/wp-content/uploads/2023/10/Epagneul-francais.jpg;Epagneul-francais.jpg;https://www.caniincasa.it/razze_di_cani/epagneul-francais/;epagneul-francais;Epagneul francais
507;Epagneul nano;https://www.caniincasa.it/wp-content/uploads/2023/10/Epagneul-nano.jpg;Epagneul-nano.jpg;https://www.caniincasa.it/razze_di_cani/epagneul-nano/;epagneul-nano;Epagneul nano
508;Epagneul olandese di drent;https://www.caniincasa.it/wp-content/uploads/2023/10/Epagneul-olandese-di-drent-1.jpg;Epagneul-olandese-di-drent-1.jpg;https://www.caniincasa.it/razze_di_cani/epagneul-olandese-di-drent/;epagneul-olandese-di-drent;Epagneul olandese di drent
509;Epagneul picard;https://www.caniincasa.it/wp-content/uploads/2023/10/Epagneul-picard_.jpg;Epagneul-picard_.jpg;https://www.caniincasa.it/razze_di_cani/epagneul-picard/;epagneul-picard;Epagneul picard
510;Eurasier;https://www.caniincasa.it/wp-content/uploads/2023/10/Eurasier.jpg;Eurasier.jpg;https://www.caniincasa.it/razze_di_cani/eurasier/;eurasier;Eurasier
511;Field spaniel;https://www.caniincasa.it/wp-content/uploads/2023/10/Field-spaniel.jpg;Field-spaniel.jpg;https://www.caniincasa.it/razze_di_cani/field-spaniel/;field-spaniel;Field spaniel
512;Fila brasileiro;https://www.caniincasa.it/wp-content/uploads/2023/10/Fila-brasileiro.jpg;Fila-brasileiro.jpg;https://www.caniincasa.it/razze_di_cani/fila-brasileiro/;fila-brasileiro;Fila brasileiro
513;Flat coated retriever;https://www.caniincasa.it/wp-content/uploads/2023/10/Flat-coated-retriever.jpg;Flat-coated-retriever.jpg;https://www.caniincasa.it/razze_di_cani/flat-coated-retriever/;flat-coated-retriever;Flat coated retriever
514;Fox terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Fox-terrier.jpg;Fox-terrier.jpg;https://www.caniincasa.it/razze_di_cani/fox-terrier/;fox-terrier;Fox terrier
515;Foxhound americano;https://www.caniincasa.it/wp-content/uploads/2023/10/Foxhound-americano.jpg;Foxhound-americano.jpg;https://www.caniincasa.it/razze_di_cani/foxhound-americano/;foxhound-americano;Foxhound americano
516;Galgo espanol;https://www.caniincasa.it/wp-content/uploads/2023/10/Galgo-espanol.jpg;Galgo-espanol.jpg;https://www.caniincasa.it/razze_di_cani/galgo-espanol/;galgo-espanol;Galgo espanol
517;Gammel dansk honsenhund;https://www.caniincasa.it/wp-content/uploads/2023/10/Gammel-dansk-honsenhund.jpg;Gammel-dansk-honsenhund.jpg;https://www.caniincasa.it/razze_di_cani/gammel-dansk-honsenhund/;gammel-dansk-honsenhund;Gammel dansk honsenhund
518;Gascogne saintongeois;https://www.caniincasa.it/wp-content/uploads/2023/10/Gascogne-saintongeois.jpg;Gascogne-saintongeois.jpg;https://www.caniincasa.it/razze_di_cani/gascogne-saintongeois/;gascogne-saintongeois;Gascogne saintongeois
519;Golden retriever;https://www.caniincasa.it/wp-content/uploads/2023/10/Golden-retriever.jpg;Golden-retriever.jpg;https://www.caniincasa.it/razze_di_cani/golden-retriever/;golden-retriever;Golden retriever
520;Gonczy polski;https://www.caniincasa.it/wp-content/uploads/2023/10/Gonczy-Polski.jpg;Gonczy-Polski.jpg;https://www.caniincasa.it/razze_di_cani/gonczy-polski/;gonczy-polski;Gonczy polski
521;Grand anglo francais;https://www.caniincasa.it/wp-content/uploads/2023/10/Grand-anglo-francais.jpg;Grand-anglo-francais.jpg;https://www.caniincasa.it/razze_di_cani/grand-anglo-francais/;grand-anglo-francais;Grand anglo francais
522;Grand basset griffon vendeen;https://www.caniincasa.it/wp-content/uploads/2023/10/Grand-basset-griffon-vendeen.jpg;Grand-basset-griffon-vendeen.jpg;https://www.caniincasa.it/razze_di_cani/grand-basset-griffon-vendeen/;grand-basset-griffon-vendeen;Grand basset griffon vendeen
523;Grand bleu de gascogne;https://www.caniincasa.it/wp-content/uploads/2023/10/Grand-bleu-de-gascogne.jpg;Grand-bleu-de-gascogne.jpg;https://www.caniincasa.it/razze_di_cani/grand-bleu-de-gascogne/;grand-bleu-de-gascogne;Grand bleu de gascogne
524;Grand griffon vendeen;https://www.caniincasa.it/wp-content/uploads/2023/10/Grand-griffon-vendeen.jpg;Grand-griffon-vendeen.jpg;https://www.caniincasa.it/razze_di_cani/grand-griffon-vendeen/;grand-griffon-vendeen;Grand griffon vendeen
525;Grande bovaro svizzero;https://www.caniincasa.it/wp-content/uploads/2023/10/Grande-bovaro-svizzero.jpg;Grande-bovaro-svizzero.jpg;https://www.caniincasa.it/razze_di_cani/grande-bovaro-svizzero/;grande-bovaro-svizzero;Grande bovaro svizzero
526;Grande muensterlander;https://www.caniincasa.it/wp-content/uploads/2023/10/Grande-muensterlander.jpg;Grande-muensterlander.jpg;https://www.caniincasa.it/razze_di_cani/grande-muensterlander/;grande-muensterlander;Grande muensterlander
527;Greyhound;https://www.caniincasa.it/wp-content/uploads/2023/10/Greyhound.jpg;Greyhound.jpg;https://www.caniincasa.it/razze_di_cani/greyhound/;greyhound;Greyhound
528;Griffon bleu de gascogne;https://www.caniincasa.it/wp-content/uploads/2023/10/Griffon-bleu-de-gascogne.jpg;Griffon-bleu-de-gascogne.jpg;https://www.caniincasa.it/razze_di_cani/griffon-bleu-de-gascogne/;griffon-bleu-de-gascogne;Griffon bleu de gascogne
529;Griffon fauve de bretagne;https://www.caniincasa.it/wp-content/uploads/2023/10/Griffon-fauve-de-bretagne.jpg;Griffon-fauve-de-bretagne.jpg;https://www.caniincasa.it/razze_di_cani/griffon-fauve-de-bretagne/;griffon-fauve-de-bretagne;Griffon fauve de bretagne
530;Griffon nivernais;https://www.caniincasa.it/wp-content/uploads/2023/10/Griffon-nivernais-1.jpg;Griffon-nivernais-1.jpg;https://www.caniincasa.it/razze_di_cani/griffon-nivernais/;griffon-nivernais;Griffon nivernais
531;Griffone a pelo duro (korthals);https://www.caniincasa.it/wp-content/uploads/2023/10/Griffone-a-pelo-duro-korthals.jpg;Griffone-a-pelo-duro-korthals.jpg;https://www.caniincasa.it/razze_di_cani/griffone-a-pelo-duro-korthals/;griffone-a-pelo-duro-korthals;Griffone a pelo duro (korthals)
532;Griffone belga;https://www.caniincasa.it/wp-content/uploads/2023/10/Griffone-belga.jpg;Griffone-belga.jpg;https://www.caniincasa.it/razze_di_cani/griffone-belga/;griffone-belga;Griffone belga
533;Griffone di bruxelles;https://www.caniincasa.it/wp-content/uploads/2023/10/Griffone-di-bruxelles.jpg;Griffone-di-bruxelles.jpg;https://www.caniincasa.it/razze_di_cani/griffone-di-bruxelles/;griffone-di-bruxelles;Griffone di bruxelles
534;Groenlandese;https://www.caniincasa.it/wp-content/uploads/2023/10/Groenlandese.jpg;Groenlandese.jpg;https://www.caniincasa.it/razze_di_cani/groenlandese/;groenlandese;Groenlandese
535;Haldenstovare;https://www.caniincasa.it/wp-content/uploads/2023/10/Haldenstovare.jpeg;Haldenstovare.jpeg;https://www.caniincasa.it/razze_di_cani/haldenstovare/;haldenstovare;Haldenstovare
536;Hamilton stovare;https://www.caniincasa.it/wp-content/uploads/2023/10/Hamilton-stovare.jpg;Hamilton-stovare.jpg;https://www.caniincasa.it/razze_di_cani/hamilton-stovare/;hamilton-stovare;Hamilton stovare
537;Hannoverischer schweisshund;https://www.caniincasa.it/wp-content/uploads/2023/10/Hannoverischer-schweisshund.jpg;Hannoverischer-schweisshund.jpg;https://www.caniincasa.it/razze_di_cani/hannoverischer-schweisshund/;hannoverischer-schweisshund;Hannoverischer schweisshund
538;Harrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Harrier.jpg;Harrier.jpg;https://www.caniincasa.it/razze_di_cani/harrier/;harrier;Harrier
539;Hokkaido;https://www.caniincasa.it/wp-content/uploads/2023/10/Hokkaido.jpg;Hokkaido.jpg;https://www.caniincasa.it/razze_di_cani/hokkaido/;hokkaido;Hokkaido
540;Hovawart;https://www.caniincasa.it/wp-content/uploads/2023/10/Hovawart.jpg;Hovawart.jpg;https://www.caniincasa.it/razze_di_cani/hovawart/;hovawart;Hovawart
541;Hyghenhund;https://www.caniincasa.it/wp-content/uploads/2023/10/Hygenhund.jpg;Hygenhund.jpg;https://www.caniincasa.it/razze_di_cani/hyghenhund/;hyghenhund;Hyghenhund
542;Iceland dog- cane da pastore di islanda;https://www.caniincasa.it/wp-content/uploads/2023/10/Iceland-dog-cane-da-pastore-di-islanda.jpg;Iceland-dog-cane-da-pastore-di-islanda.jpg;https://www.caniincasa.it/razze_di_cani/iceland-dog-cane-da-pastore-di-islanda/;iceland-dog-cane-da-pastore-di-islanda;Iceland dog- cane da pastore di islanda
543;Irish glen of imaal terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Irish-glen-of-imaal-terrier.jpg;Irish-glen-of-imaal-terrier.jpg;https://www.caniincasa.it/razze_di_cani/irish-glen-of-imaal-terrier/;irish-glen-of-imaal-terrier;Irish glen of imaal terrier
544;Irish soft-coated wheaten terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Irish-soft-coated-wheaten-terrier.jpg;Irish-soft-coated-wheaten-terrier.jpg;https://www.caniincasa.it/razze_di_cani/irish-soft-coated-wheaten-terrier/;irish-soft-coated-wheaten-terrier;Irish soft-coated wheaten terrier
545;Irish terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Irish-terrier.jpg;Irish-terrier.jpg;https://www.caniincasa.it/razze_di_cani/irish-terrier/;irish-terrier;Irish terrier
546;Irish water spaniel;https://www.caniincasa.it/wp-content/uploads/2023/10/Irish-water-spaniel.jpg;Irish-water-spaniel.jpg;https://www.caniincasa.it/razze_di_cani/irish-water-spaniel/;irish-water-spaniel;Irish water spaniel
547;Irish wolfhound;https://www.caniincasa.it/wp-content/uploads/2023/10/Irish-wolfhound.jpg;Irish-wolfhound.jpg;https://www.caniincasa.it/razze_di_cani/irish-wolfhound/;irish-wolfhound;Irish wolfhound
548;Jack russell terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Jack-russell-terrier.jpg;Jack-russell-terrier.jpg;https://www.caniincasa.it/razze_di_cani/jack-russell-terrier/;jack-russell-terrier;Jack russell terrier
549;Jamthund;https://www.caniincasa.it/wp-content/uploads/2023/10/Jamthund.jpg;Jamthund.jpg;https://www.caniincasa.it/razze_di_cani/jamthund/;jamthund;Jamthund
550;Kai;https://www.caniincasa.it/wp-content/uploads/2023/10/Kai.jpg;Kai.jpg;https://www.caniincasa.it/razze_di_cani/kai/;kai;Kai
551;Kerry blue terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Kerry-blue-terrier.jpg;Kerry-blue-terrier.jpg;https://www.caniincasa.it/razze_di_cani/kerry-blue-terrier/;kerry-blue-terrier;Kerry blue terrier
552;King charles spaniel;https://www.caniincasa.it/wp-content/uploads/2023/10/King-charles-spaniel.jpg;King-charles-spaniel.jpg;https://www.caniincasa.it/razze_di_cani/king-charles-spaniel/;king-charles-spaniel;King charles spaniel
553;Kishu;https://www.caniincasa.it/wp-content/uploads/2023/10/Kishu.jpg;Kishu.jpg;https://www.caniincasa.it/razze_di_cani/kishu/;kishu;Kishu
554;Komondor;https://www.caniincasa.it/wp-content/uploads/2023/10/Komondor-1-1.jpg;Komondor-1-1.jpg;https://www.caniincasa.it/razze_di_cani/komondor/;komondor;Komondor
555;Kooikerhondje;https://www.caniincasa.it/wp-content/uploads/2023/10/Kooikerhondje.jpg;Kooikerhondje.jpg;https://www.caniincasa.it/razze_di_cani/kooikerhondje/;kooikerhondje;Kooikerhondje
556;Korea jindo dog;https://www.caniincasa.it/wp-content/uploads/2023/10/Korea-jindo-dog.jpg;Korea-jindo-dog.jpg;https://www.caniincasa.it/razze_di_cani/korea-jindo-dog/;korea-jindo-dog;Korea jindo dog
557;Kromforhlander;https://www.caniincasa.it/wp-content/uploads/2023/10/Kromforhlander.jpg;Kromforhlander.jpg;https://www.caniincasa.it/razze_di_cani/kromforhlander/;kromforhlander;Kromforhlander
558;Kuvasz;https://www.caniincasa.it/wp-content/uploads/2023/10/Kuvasz.jpg;Kuvasz.jpg;https://www.caniincasa.it/razze_di_cani/kuvasz/;kuvasz;Kuvasz
559;Labrador retriever;https://www.caniincasa.it/wp-content/uploads/2023/10/Labrador-retriever.jpg;Labrador-retriever.jpg;https://www.caniincasa.it/razze_di_cani/labrador-retriever/;labrador-retriever;Labrador retriever
560;Lagotto romagnolo;https://www.caniincasa.it/wp-content/uploads/2023/10/Lagotto-romagnolo.jpg;Lagotto-romagnolo.jpg;https://www.caniincasa.it/razze_di_cani/lagotto-romagnolo/;lagotto-romagnolo;Lagotto romagnolo
561;Laika della siberia;https://www.caniincasa.it/wp-content/uploads/2023/10/Laika-della-siberia.jpg;Laika-della-siberia.jpg;https://www.caniincasa.it/razze_di_cani/laika-della-siberia/;laika-della-siberia;Laika della siberia
562;Laika russo-europeo;https://www.caniincasa.it/wp-content/uploads/2023/10/Laika-russo-europeo.jpg;Laika-russo-europeo.jpg;https://www.caniincasa.it/razze_di_cani/laika-russo-europeo/;laika-russo-europeo;Laika russo-europeo
563;Lakeland terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Lakeland-terrier.jpg;Lakeland-terrier.jpg;https://www.caniincasa.it/razze_di_cani/lakeland-terrier/;lakeland-terrier;Lakeland terrier
564;Landseer;https://www.caniincasa.it/wp-content/uploads/2023/10/Landseer.jpg;Landseer.jpg;https://www.caniincasa.it/razze_di_cani/landseer/;landseer;Landseer
565;Lapinkoira;https://www.caniincasa.it/wp-content/uploads/2023/10/lapinkoira.jpg;lapinkoira.jpg;https://www.caniincasa.it/razze_di_cani/lapinkoira/;lapinkoira;Lapinkoira
566;Leonberger;https://www.caniincasa.it/wp-content/uploads/2023/10/Leonberger.jpg;Leonberger.jpg;https://www.caniincasa.it/razze_di_cani/leonberger/;leonberger;Leonberger
567;Levriero afgano;https://www.caniincasa.it/wp-content/uploads/2023/10/Levriero-afgano.jpg;Levriero-afgano.jpg;https://www.caniincasa.it/razze_di_cani/levriero-afgano/;levriero-afgano;Levriero afgano
568;Levriero polacco;https://www.caniincasa.it/wp-content/uploads/2023/10/levriero-polacco-.jpg;levriero-polacco-.jpg;https://www.caniincasa.it/razze_di_cani/levriero-polacco/;levriero-polacco;Levriero polacco
569;Lhasa apso;https://www.caniincasa.it/wp-content/uploads/2023/10/Lhasa-apso.jpg;Lhasa-apso.jpg;https://www.caniincasa.it/razze_di_cani/lhasa-apso/;lhasa-apso;Lhasa apso
570;Magyar agar;https://www.caniincasa.it/wp-content/uploads/2023/10/Magyar-agar.jpg;Magyar-agar.jpg;https://www.caniincasa.it/razze_di_cani/magyar-agar/;magyar-agar;Magyar agar
571;Maltese;https://www.caniincasa.it/wp-content/uploads/2023/10/Maltese.jpg;Maltese.jpg;https://www.caniincasa.it/razze_di_cani/maltese/;maltese;Maltese
572;Manchester terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Manchester-terrier.jpg;Manchester-terrier.jpg;https://www.caniincasa.it/razze_di_cani/manchester-terrier/;manchester-terrier;Manchester terrier
573;Mastiff;https://www.caniincasa.it/wp-content/uploads/2023/10/Mastiff.jpg;Mastiff.jpg;https://www.caniincasa.it/razze_di_cani/mastiff/;mastiff;Mastiff
574;Mastino dei pirenei;https://www.caniincasa.it/wp-content/uploads/2023/10/Mastino-dei-pirenei.jpg;Mastino-dei-pirenei.jpg;https://www.caniincasa.it/razze_di_cani/mastino-dei-pirenei/;mastino-dei-pirenei;Mastino dei pirenei
575;Mastino napoletano;https://www.caniincasa.it/wp-content/uploads/2023/10/Mastino-napoletano.jpg;Mastino-napoletano.jpg;https://www.caniincasa.it/razze_di_cani/mastino-napoletano/;mastino-napoletano;Mastino napoletano
576;Mastino spagnolo;https://www.caniincasa.it/wp-content/uploads/2023/10/Mastino-spagnolo.jpg;Mastino-spagnolo.jpg;https://www.caniincasa.it/razze_di_cani/mastino-spagnolo/;mastino-spagnolo;Mastino spagnolo
577;Mudi;https://www.caniincasa.it/wp-content/uploads/2023/10/Mudi.jpg;Mudi.jpg;https://www.caniincasa.it/razze_di_cani/mudi/;mudi;Mudi
578;Norbottenspets;https://www.caniincasa.it/wp-content/uploads/2023/10/Norbottenspets.jpg;Norbottenspets.jpg;https://www.caniincasa.it/razze_di_cani/norbottenspets/;norbottenspets;Norbottenspets
579;Norfolk terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Norfolk-terrier.jpg;Norfolk-terrier.jpg;https://www.caniincasa.it/razze_di_cani/norfolk-terrier/;norfolk-terrier;Norfolk terrier
580;Norsk buhund;https://www.caniincasa.it/wp-content/uploads/2023/10/Norsk-buhund.jpg;Norsk-buhund.jpg;https://www.caniincasa.it/razze_di_cani/norsk-buhund/;norsk-buhund;Norsk buhund
581;Norsk elghund;https://www.caniincasa.it/wp-content/uploads/2023/10/Norsk-elghund.jpg;Norsk-elghund.jpg;https://www.caniincasa.it/razze_di_cani/norsk-elghund/;norsk-elghund;Norsk elghund
582;Norsk lundehund;https://www.caniincasa.it/wp-content/uploads/2023/10/Norsk-lundehund.jpg;Norsk-lundehund.jpg;https://www.caniincasa.it/razze_di_cani/norsk-lundehund/;norsk-lundehund;Norsk lundehund
583;Norwich terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Norwich-terrier.jpg;Norwich-terrier.jpg;https://www.caniincasa.it/razze_di_cani/norwich-terrier/;norwich-terrier;Norwich terrier
584;Nova scotia duck tolling retriever;https://www.caniincasa.it/wp-content/uploads/2023/10/Nova-scotia-duck-tolling-retriever.jpg;Nova-scotia-duck-tolling-retriever.jpg;https://www.caniincasa.it/razze_di_cani/nova-scotia-duck-tolling-retriever/;nova-scotia-duck-tolling-retriever;Nova scotia duck tolling retriever
585;Parson russell terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Parson-russell-terrier.jpg;Parson-russell-terrier.jpg;https://www.caniincasa.it/razze_di_cani/parson-russell-terrier/;parson-russell-terrier;Parson russell terrier
586;Pastore svizzero bianco;https://www.caniincasa.it/wp-content/uploads/2023/10/Pastore-svizzero-bianco.jpg;Pastore-svizzero-bianco.jpg;https://www.caniincasa.it/razze_di_cani/pastore-svizzero-bianco/;pastore-svizzero-bianco;Pastore svizzero bianco
587;Pastore tedesco;https://www.caniincasa.it/wp-content/uploads/2023/10/Pastore-tedesco-2.jpg;Pastore-tedesco-2.jpg;https://www.caniincasa.it/razze_di_cani/pastore-tedesco/;pastore-tedesco;Pastore tedesco
588;Pechinese;https://www.caniincasa.it/wp-content/uploads/2023/10/Pechinese-1.jpg;Pechinese-1.jpg;https://www.caniincasa.it/razze_di_cani/pechinese/;pechinese;Pechinese
589;Perro de agua espanol;https://www.caniincasa.it/wp-content/uploads/2023/10/Perro-de-agua-espanol-1.jpg;Perro-de-agua-espanol-1.jpg;https://www.caniincasa.it/razze_di_cani/perro-de-agua-espanol/;perro-de-agua-espanol;Perro de agua espanol
590;Perro dogo mallorquin;https://www.caniincasa.it/wp-content/uploads/2023/10/Perro-dogo-mallorquin-1.jpg;Perro-dogo-mallorquin-1.jpg;https://www.caniincasa.it/razze_di_cani/perro-dogo-mallorquin/;perro-dogo-mallorquin;Perro dogo mallorquin
591;Perro sin pelo del peru’;https://www.caniincasa.it/wp-content/uploads/2023/10/Perro-sin-pelo-del-peru-1.jpg;Perro-sin-pelo-del-peru-1.jpg;https://www.caniincasa.it/razze_di_cani/perro-sin-pelo-del-peru/;perro-sin-pelo-del-peru;Perro sin pelo del peru’
592;Petit basset griffon vendeen;https://www.caniincasa.it/wp-content/uploads/2023/10/Petit-basset-griffon-vendeen-1.jpg;Petit-basset-griffon-vendeen-1.jpg;https://www.caniincasa.it/razze_di_cani/petit-basset-griffon-vendeen/;petit-basset-griffon-vendeen;Petit basset griffon vendeen
593;Petit bleu de gascogne;https://www.caniincasa.it/wp-content/uploads/2023/10/Petit-bleu-de-gascogne-1.jpg;Petit-bleu-de-gascogne-1.jpg;https://www.caniincasa.it/razze_di_cani/petit-bleu-de-gascogne/;petit-bleu-de-gascogne;Petit bleu de gascogne
594;Pharaon hound;https://www.caniincasa.it/wp-content/uploads/2023/10/Pharaon-hound-1.jpg;Pharaon-hound-1.jpg;https://www.caniincasa.it/razze_di_cani/pharaon-hound/;pharaon-hound;Pharaon hound
595;Piccolo brabantino;https://www.caniincasa.it/wp-content/uploads/2023/10/Piccolo-brabantino-1.jpg;Piccolo-brabantino-1.jpg;https://www.caniincasa.it/razze_di_cani/piccolo-brabantino/;piccolo-brabantino;Piccolo brabantino
596;Piccolo cane leone;https://www.caniincasa.it/wp-content/uploads/2023/10/Piccolo-cane-leone-1.jpg;Piccolo-cane-leone-1.jpg;https://www.caniincasa.it/razze_di_cani/piccolo-cane-leone/;piccolo-cane-leone;Piccolo cane leone
597;Piccolo levriero italiano;https://www.caniincasa.it/wp-content/uploads/2023/10/Piccolo-levriero-italiano-1.jpg;Piccolo-levriero-italiano-1.jpg;https://www.caniincasa.it/razze_di_cani/piccolo-levriero-italiano/;piccolo-levriero-italiano;Piccolo levriero italiano
598;Piccolo muensterlander;https://www.caniincasa.it/wp-content/uploads/2023/10/Piccolo-muensterlander.jpg;Piccolo-muensterlander.jpg;https://www.caniincasa.it/razze_di_cani/piccolo-muensterlander/;piccolo-muensterlander;Piccolo muensterlander
599;Piccolo segugio della svizzera;https://www.caniincasa.it/wp-content/uploads/2023/10/Piccolo-segugio-della-svizzera.jpg;Piccolo-segugio-della-svizzera.jpg;https://www.caniincasa.it/razze_di_cani/piccolo-segugio-della-svizzera/;piccolo-segugio-della-svizzera;Piccolo segugio della svizzera
600;Podenco canario;https://www.caniincasa.it/wp-content/uploads/2023/10/Podenco-canario.jpg;Podenco-canario.jpg;https://www.caniincasa.it/razze_di_cani/podenco-canario/;podenco-canario;Podenco canario
601;Podenco ibicenco;https://www.caniincasa.it/wp-content/uploads/2023/10/Podenco-ibicenco.jpg;Podenco-ibicenco.jpg;https://www.caniincasa.it/razze_di_cani/podenco-ibicenco/;podenco-ibicenco;Podenco ibicenco
602;Podengo portugues;https://www.caniincasa.it/wp-content/uploads/2023/10/Podengo-portugues.jpg;Podengo-portugues.jpg;https://www.caniincasa.it/razze_di_cani/podengo-portugues/;podengo-portugues;Podengo portugues
603;Pointer inglese;https://www.caniincasa.it/wp-content/uploads/2023/10/Pointer-inglese.jpg;Pointer-inglese.jpg;https://www.caniincasa.it/razze_di_cani/pointer-inglese/;pointer-inglese;Pointer inglese
604;Poitevin;https://www.caniincasa.it/wp-content/uploads/2023/10/Poitevin.jpg;Poitevin.jpg;https://www.caniincasa.it/razze_di_cani/poitevin/;poitevin;Poitevin
605;Porcelaine;https://www.caniincasa.it/wp-content/uploads/2023/10/Porcelaine.jpg;Porcelaine.jpg;https://www.caniincasa.it/razze_di_cani/porcelaine/;porcelaine;Porcelaine
